"","CONTROL","TESTERID","SEQRH","HSITEAD","HSITETYP","HUNITNO","HCITY","HSTATE","HZIP","HADHOME","HINSPCT","HBEDRMS","HHMTYPE","HHMNEW","HINTCON","HEXTCON","HNOIS","HSAFE","HSCHL","HINVS","HPUBS","HRACE","HRACETX","RACEID","COMP","RELEASE","HPRICE","DELREC","HINT1","HINT2","HINT3","HINT4","HEXT1","HEXT2","HEXT3","HEXT4"
"1","AQ-SA-0101-1","AQ037",1,"4320 Derringer Ct SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",179380,-1,0,0,0,NA,0,0,0,NA
"2","AQ-SA-0101-1","AQ037",2,"4507 Sorrel Ln SW",NA,"","Albuquerque","NM","87105",0,1,4,1,NA,NA,NA,3,3,3,3,3,0,"",24,1,"",137500,-1,1,0,1,NA,0,0,0,NA
"3","AQ-SA-0101-1","AQ037",3,"4615 Valley Park Dr SW",NA,"","Albuquerque","NM","87105",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",128000,-1,1,1,0,NA,0,0,0,NA
"4","AQ-SA-0404-1","AQ005",1,"22 Loma Verde Dr.",NA,"","Tijeras","NM","87059",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",475000,-1,0,0,0,NA,0,0,0,NA
"5","AQ-SA-0405-1","AQ008",1,"6348 Avenida Madrid NW",NA,"","Albuquerque","NM","87114",1,1,3,1,NA,NA,NA,3,1,3,4,1,0,"",11,1,"",155750,-1,0,0,0,NA,0,0,0,NA
"6","AQ-SA-0405-1","AQ008",2,"10443 Bilboa NW",NA,"","Albuquerque","NM","87114",0,1,3,1,NA,NA,NA,3,1,1,4,3,0,"",11,1,"",160000,-1,0,0,0,NA,0,0,0,NA
"7","AQ-SA-0405-1","AQ008",3,"6219 Castle Dome Pl NW",NA,"","Albuquerque","NM","87114",0,0,3,1,NA,NA,NA,2,1,3,4,3,0,"",11,1,"",160000,-1,0,0,0,NA,0,0,0,NA
"8","AQ-SA-0405-1","AQ085",1,"6348 Avenida Madrid",NA,"","Albuquerque","NM","87114",1,1,3,1,NA,NA,NA,3,1,1,4,1,0,"",24,1,"",155750,-1,0,0,0,NA,0,0,0,NA
"9","AQ-SA-0406-1","AQ070",1,"612 7th St.",NA,"","Albuquerque","NM","87124",1,1,4,1,NA,NA,NA,3,1,1,4,1,0,"",14,1,"",310000,-1,0,0,0,NA,0,0,0,NA
"10","AQ-SA-0406-1","AQ070",2,"613 7th St NE",NA,"","Rio Rancho","NM","87124",0,1,5,1,NA,NA,NA,3,1,1,4,1,0,"",14,1,"",279000,-1,0,0,0,NA,0,0,0,NA
"11","AQ-SA-0406-1","AQ070",3,"417 3rd St NE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,1,1,4,1,0,"",14,1,"",299000,-1,0,0,0,NA,0,0,0,NA
"12","AQ-SA-0406-1","AQ070",4,"605 3rd St NE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,1,1,4,1,0,"",14,1,"",259000,-1,0,0,0,NA,0,0,0,NA
"13","AQ-SA-0406-1","AQ070",5,"421 4th St NE",NA,"","Rio Rancho","NM","87124",0,1,-1,1,NA,NA,NA,3,1,1,4,1,0,"",14,1,"",295000,-1,0,0,0,NA,0,0,0,NA
"14","AQ-SA-0406-1","AQ070",6,"712 4th St NE",NA,"","Rio Rancho","NM","87124",0,1,-1,1,NA,NA,NA,3,1,1,4,1,0,"",14,1,"",294900,-1,0,0,0,NA,0,0,0,NA
"15","AQ-SA-0409-1","AQ060",1,"137 Sugar Ridge Loop",NA,"","Rio Rancho","NM","87124",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",275000,-1,0,0,0,NA,0,0,0,NA
"16","AQ-SA-0409-1","AQ060",2,"3961 Rancher Loop NE",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,3,3,4,1,0,"",11,1,"",177000,-1,0,0,0,NA,0,0,0,NA
"17","AQ-SA-0409-1","AQ060",3,"3713 Lost Tree Rd. SE",NA,"","Rio Rancho","NM","87124",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",2e+05,-1,0,0,0,NA,0,0,0,NA
"18","AQ-SA-0409-1","AQ060",4,"5061 Mira Vista Dr. NE",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",250000,-1,0,0,0,NA,0,0,0,NA
"19","AQ-SA-0409-1","AQ060",5,"1409 22nd Avenue NE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,3,3,1,1,0,"",11,1,"",264000,-1,0,0,0,NA,0,0,0,NA
"20","AQ-SA-0409-1","AQ060",6,"2627 Camino Seville SE",NA,"","Rio Rancho","NM","87124",0,1,4,1,NA,NA,NA,3,1,3,1,1,0,"",11,1,"",265000,-1,0,0,0,NA,0,0,0,NA
"21","AQ-SA-0502-1","AQ055",1,"1460 Muriel St NE",NA,"","Albuquerque","NM","87112",1,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",141000,-1,0,0,0,NA,0,0,0,NA
"22","AQ-SA-0508-1","AQ083",1,"532 Fenwick Pl NE",NA,"","Albuquerque","NM","87121",1,1,2,1,NA,NA,NA,1,1,3,1,3,0,"",14,1,"",118500,-1,0,0,0,NA,0,0,0,NA
"23","AQ-SA-0510-1","AQ049",1,"6109 Wildflower Pass",NA,"","Rio Rancho","NM","87144",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",153900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"24","AQ-SA-0510-1","AQ049",2,"4600 Dusty Trail Ct NW",NA,"","Albuquerque","NM","87120",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",174900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"25","AQ-SA-0512-1","AQ076",1,"9705 Tanoan Drive NE",NA,"","Albuquerque","NM","87111",1,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",375000,-1,0,0,0,NA,0,0,0,NA
"26","AQ-SA-0512-1","AQ076",2,"9422 Oakmont Rd NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",4e+05,-1,0,0,0,NA,0,0,0,NA
"27","AQ-SA-0512-1","AQ076",3,"9806 Creenbrier Road NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",499000,-1,0,0,0,NA,0,0,0,NA
"28","AQ-SA-0512-1","AQ076",4,"10608 Roya Troon NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",384000,-1,0,0,0,NA,0,0,0,NA
"29","AQ-SA-0512-1","AQ076",5,"11060 Bridgepoint NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",459000,-1,0,0,0,NA,0,0,0,NA
"30","AQ-SA-0512-1","AQ076",6,"11059 Bridgepoint Court NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",5e+05,-1,0,0,0,NA,0,0,0,NA
"31","AQ-SA-0512-1","AQ076",7,"11017 Bridgepointe Court NE",NA,"","Albuquerque","NM","87111",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",4749000,-1,0,0,0,NA,0,0,0,NA
"32","AQ-SA-0512-1","AQ076",8,"10615 Royal Birkdale NE",NA,"","Albuquerque","NM","87111",0,0,4,1,NA,NA,NA,1,1,3,4,3,1,"",14,1,"",460000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"33","AQ-SA-0512-1","AQ076",9,"11409 Pine Top Lane NE",NA,"","Albuquerque","NM","87111",0,0,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",364000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"34","AQ-SA-0512-1","AQ076",10,"11432 Woodmar Ne",NA,"","Albuquerque","NM","87111",0,0,4,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",458500,-1,-1,-1,-1,NA,-1,-1,-1,NA
"35","AQ-SA-0513-1","AQ075",1,"1321 Yucatan Dr. SE",NA,"","Rio Rancho","NM","87124",1,1,3,1,NA,NA,NA,1,1,1,4,3,0,"",24,1,"",229900,-1,0,0,0,NA,0,0,0,NA
"36","AQ-SA-0513-1","AQ075",2,"3701 Spyglass Loop SE",NA,"","Rio Rancho","NM","87124",1,1,3,1,NA,NA,NA,1,1,1,4,3,0,"",24,1,"",229900,-1,0,0,0,NA,0,0,0,NA
"37","AQ-SA-0513-1","AQ075",3,"3424 Placita De Las Casas",NA,"","Rio Rancho","NM","87124",1,1,4,1,NA,NA,NA,1,1,1,4,3,0,"",24,1,"",250000,-1,0,0,-1,NA,0,0,0,NA
"38","AQ-SA-0602-1","AQ037",1,"8624 Gutierrez Rd NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,3,3,1,1,3,0,"",14,1,"",165000,-1,1,0,0,NA,0,0,0,NA
"39","AQ-SA-0602-1","AQ037",2,"4701 Morris NE",NA,"3504","Albuquerque","NM","87111",0,1,2,4,NA,NA,NA,3,1,1,1,3,0,"",14,1,"",145000,-1,0,0,0,NA,0,0,0,NA
"40","AQ-SA-0602-1","AQ037",3,"10201 Cueva Del Oso NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,1,1,1,1,3,0,"",14,1,"",175000,-1,0,0,0,NA,0,0,0,NA
"41","AQ-SA-0602-1","AQ037",4,"6460 Monte Serrano NE",NA,"","Albuqerque","NM","87111",0,1,2,2,NA,NA,NA,3,3,1,1,3,0,"",14,1,"",145000,-1,0,0,0,NA,0,0,0,NA
"42","AQ-SA-0602-1","AQ037",5,"3314 Stony Meadows",NA,"","Rio Rancho","NM","87144",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",150000,0,0,0,0,NA,0,0,0,NA
"43","AQ-SA-0602-1","AQ037",6,"8604 Simi Lane NE",NA,"","Albuquerque","NM","87113",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",169900,0,-1,-1,-1,NA,-1,-1,-1,NA
"44","AQ-SA-0701-1","AQ008",1,"10855 Stonebrook Pl NW",NA,"","Albuquerque","NM","87114",0,1,3,1,NA,NA,NA,1,3,3,4,1,0,"",21,1,"",159900,-1,0,0,0,NA,0,0,0,NA
"45","AQ-SA-0701-1","AQ008",2,"5155 Benson Ct NW",NA,"","Albuquerque","NM","87120",0,1,3,1,NA,NA,NA,1,1,3,4,3,0,"",21,1,"",178000,-1,0,0,0,NA,0,0,0,NA
"46","AQ-SA-0701-1","AQ037",1,"352 Peaceful Meadows",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,3,1,4,1,0,"",14,1,"",149900,-1,0,0,0,NA,0,0,0,NA
"47","AQ-SA-0701-1","AQ037",2,"3462 Hunters Meadows Cir",NA,"","Rio Rancho","NM","87144",0,1,4,1,NA,NA,NA,3,1,1,4,1,0,"",14,1,"",140000,-1,0,0,0,NA,0,0,0,NA
"48","AQ-SA-0701-1","AQ037",3,"501 Peaceful Meadows Dr",NA,"","Rio Rancho","NM","87144",0,0,4,1,NA,NA,NA,3,3,1,4,1,0,"",14,1,"",140000,-1,0,0,0,NA,0,0,0,NA
"49","AQ-SA-0701-1","AQ037",4,"1008 Sandia Vista Rd",NA,"","Rio Rancho","NM","87144",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",175900,-1,0,0,0,NA,0,0,0,NA
"50","AQ-SA-0701-1","AQ037",5,"1561 Penasco Rd NE",NA,"","Rio Rancho","NM","87144",0,0,4,1,NA,NA,NA,3,1,1,4,3,0,"",14,1,"",144900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"51","AQ-SA-0703-1","AQ070",1,"5105 Gaviota NW",NA,"","Albuquerque","NM","87120",1,1,3,1,NA,NA,NA,3,1,3,1,3,0,"",14,1,"",172000,-1,0,0,0,NA,0,0,0,NA
"52","AQ-SA-0703-1","AQ070",2,"5214 Hattiesburg NW",NA,"","Albuquerque","NM","87120",0,1,3,1,NA,NA,NA,3,3,3,1,3,0,"",14,1,"",150000,-1,1,1,0,NA,1,0,0,NA
"53","AQ-SA-0703-1","AQ070",3,"6224 Thicket St NW",NA,"","Albququerque","NM","87120",0,1,3,1,NA,NA,NA,1,3,3,1,3,0,"",14,1,"",155000,-1,1,0,0,NA,0,0,0,NA
"54","AQ-SA-0704-1","AQ037",1,"1712 Barcelona SW",NA,"","Albuquerque","NM","87105",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",299000,-1,0,0,0,NA,0,0,0,NA
"55","AQ-SA-0704-1","AQ037",2,"1515 Bonito Rd SW",NA,"","Albuquerque","NM","87105",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",259000,-1,0,0,0,NA,0,0,0,NA
"56","AQ-SA-0704-1","AQ037",3,"2160 Don AndresRd SW",NA,"","Albuquerque","NM","87105",0,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",250000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"57","AQ-SA-0704-1","AQ037",4,"1208 Arenal Rd SW",NA,"","Albuquerque","NM","87105",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",225000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"58","AQ-SA-0704-1","AQ041",1,"1712 Barcelona Road SW",NA,"1712","Albuqeurque","NM","87105",1,1,4,1,NA,NA,NA,1,3,3,4,3,0,"",11,1,"",299000,-1,0,0,0,NA,0,0,0,NA
"59","AQ-SA-0704-1","AQ041",2,"2426 Blake RD SW",NA,"","Albuquerque","NM","87105",0,1,4,1,NA,NA,NA,1,3,3,4,3,0,"",11,1,"",350000,-1,0,0,0,NA,0,0,0,NA
"60","AQ-SA-0704-1","AQ041",3,"5401 Don Miguel Pl SW",NA,"","Albuquerque","NM","87105",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",279779,-1,-1,-1,-1,NA,-1,-1,-1,NA
"61","AQ-SA-0704-1","AQ041",4,"2719 Chapulin Rd SW",NA,"","Alubuqeurque","NM","87105",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",320000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"62","AQ-SA-0801-1","AQ037",1,"1800 Washington St NE",NA,"","Akbuquerque","NM","87110",0,1,2,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",199900,-1,1,0,1,NA,0,0,0,NA
"63","AQ-SA-0801-1","AQ037",2,"2905 Burton Ave SE",NA,"","Albuquerque","NM","87106",0,1,2,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",155000,-1,0,1,1,NA,0,0,0,NA
"64","AQ-SA-0801-1","AQ037",3,"1205 Princeton Dr SE",NA,"","Albuquerque","NM","87106",1,1,2,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",171000,-1,0,0,0,NA,0,0,0,NA
"65","AQ-SA-0801-1","AQ037",4,"1338 Dartmouth Dr NE",NA,"","Albuquerque","NM","87106",0,1,2,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",189900,-1,0,0,0,NA,0,0,0,NA
"66","AQ-SA-0801-1","AQ037",5,"313 Manzano NE",NA,"","Albuquerque","NM","87108",0,1,-1,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",190000,-1,0,0,0,NA,0,0,0,NA
"67","AQ-SA-0802-1","AQ010",1,"6311 Summerwood Rd",NA,"","Albuquerque","NM","87120",1,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",159000,-1,0,0,0,NA,0,0,0,NA
"68","AQ-SA-0802-1","AQ073",1,"6311 Summerwood Rd",NA,"","Albuquerque","NM","87120",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",159000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"69","AQ-SA-0803-1","AQ008",1,"9501 Valle Caldera SW",NA,"","Albuquerque","NM","87121",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",159900,-1,0,0,0,NA,0,0,0,NA
"70","AQ-SA-0803-1","AQ008",2,"3208 Rio Bonito SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",157000,-1,1,0,0,NA,0,0,0,NA
"71","AQ-SA-0803-1","AQ008",3,"1208 Gem Ct SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",150000,-1,1,0,0,NA,0,0,0,NA
"72","AQ-SA-0803-1","AQ008",4,"1523 Corriz Dr. SW",NA,"","Albuquerque","NM","87121",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",169900,-1,0,0,0,NA,0,0,0,NA
"73","AQ-SA-0803-1","AQ070",1,"9501 Valle Caldera SW",NA,"","Albuquerque","NM","87121",1,0,4,1,NA,NA,NA,3,3,1,1,3,0,"",14,1,"",159900,-1,0,0,0,NA,0,0,0,NA
"74","AQ-SA-0901-1","AQ008",1,"9200 Florence Ave. NE",NA,"","Albuquerque","NM","87122",1,1,3,1,NA,NA,NA,3,3,3,1,3,0,"",11,1,"",429000,-1,1,1,1,NA,0,0,0,NA
"75","AQ-SA-0901-1","AQ008",2,"7224 Anton Circle NM",NA,"","Albuquerque","NM","87122",0,1,4,1,NA,NA,NA,3,1,3,4,3,0,"",11,1,"",349000,-1,0,0,0,NA,0,0,0,NA
"76","AQ-SA-0901-1","AQ008",3,"6224 Abiquiu Place NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,3,3,3,1,3,0,"",11,1,"",425000,-1,0,0,0,NA,0,0,0,NA
"77","AQ-SA-0901-1","AQ045",1,"9200 Florence  ave",NA,"","Albuquerque","NM","87122",1,1,3,1,NA,NA,NA,1,1,1,2,3,1,"Agent said that tester could build a tower to call people in Egypt (housing standards were lax in the HOA).",24,1,"",429900,-1,0,0,0,NA,0,1,0,NA
"78","AQ-SA-0901-1","AQ045",2,"9223 Calistoga Ave NW",NA,"","Albuquerque","NM","87122",0,1,4,1,NA,NA,NA,1,1,1,1,1,0,"",24,1,"",379500,-1,0,0,0,NA,0,0,0,NA
"79","AQ-SA-0901-1","AQ045",3,"9100 Florence Ave NE",NA,"","Albuquerque","NM","87122",0,1,3,1,NA,NA,NA,1,1,1,1,3,0,"",24,1,"",429000,-1,0,0,0,NA,0,0,0,NA
"80","AQ-SA-0901-1","AQ045",4,"6300 Bobcat Hill Place NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,1,1,1,1,3,0,"",24,1,"",369500,-1,0,0,0,NA,0,0,0,NA
"81","AQ-SA-0901-1","AQ045",5,"13204 Moondance Pl NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,1,1,1,1,3,0,"",24,1,"",445000,-1,0,0,0,NA,0,0,0,NA
"82","AQ-SA-0901-1","AQ045",6,"12707 Desert Sky Ave NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,1,1,1,2,3,0,"",24,1,"",4e+05,-1,0,0,0,NA,0,0,1,NA
"83","AQ-SA-0901-1","AQ045",7,"13238 Morning Mist Ave NE",NA,"","Albuquerque","NM","87111",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",450000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"84","AQ-SA-0901-1","AQ045",8,"9105 Glendale Ave",NA,"","Albuquerque","NM","87122",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",399900,-1,0,0,0,NA,0,0,0,NA
"85","AQ-SA-1003-1","AQ037",1,"9613 San Gabriel Rd NE",NA,"","Albuquerque","NM","87111",1,1,3,1,NA,NA,NA,3,3,1,4,3,0,"",24,1,"",187500,-1,0,0,0,NA,0,0,0,NA
"86","AQ-SA-1003-1","AQ037",2,"2007 Eastridge Dr NE",NA,"","Albuquerque","NM","87112",0,1,3,1,NA,NA,NA,3,3,1,4,3,0,"",24,1,"",189900,-1,0,0,0,NA,0,0,0,NA
"87","AQ-SA-1003-1","AQ037",3,"832 Georgene Dr NE",NA,"","Albuquerque","NM","87123",0,1,3,1,NA,NA,NA,3,3,1,4,3,0,"",24,1,"",2e+05,-1,0,0,0,NA,0,0,0,NA
"88","AQ-SA-1003-1","AQ037",4,"1612 Zena Lona St NE",NA,"","Albuquerque","NM","87112",0,1,3,1,NA,NA,NA,3,3,1,4,3,0,"",24,1,"",219900,-1,0,0,0,NA,0,0,0,NA
"89","AQ-SA-1003-1","AQ041",1,"9613 San Gabriel RD NE",NA,"","Albuquerque","NM","87111",1,1,3,1,NA,NA,NA,1,3,3,4,3,0,"",11,1,"",187000,-1,0,0,0,NA,0,0,0,NA
"90","AQ-SA-1003-1","AQ041",2,"9516 Claremont Ave NE",NA,"","Albuquerque","NM","87112",0,1,3,1,NA,NA,NA,3,3,3,4,1,0,"",11,1,"",198000,-1,0,0,0,NA,0,0,0,NA
"91","AQ-SA-1003-1","AQ041",3,"10202 Karen Ave Ne",NA,"","Albuquerque","NM","87111",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",170000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"92","AQ-SA-1101-1","AQ008",1,"10519 Oso Ridge Pl NW",NA,"","Albuquerque","NM","87114",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",217900,-1,1,1,0,NA,0,1,0,NA
"93","AQ-SA-1101-1","AQ008",2,"5215 Corsica Ave. NW",NA,"","Albuquerque","NM","",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",199000,-1,0,0,0,NA,0,0,0,NA
"94","AQ-SA-1101-1","AQ008",3,"10709 Stonebrook Place NW",NA,"","Albuquerque","NM","87114",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",215000,-1,0,0,0,NA,0,0,0,NA
"95","AQ-SA-1101-1","AQ008",4,"4913 Dover Pl. NW",NA,"","Albuquerque","NM","87114",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",220000,-1,0,0,0,NA,0,1,0,NA
"96","AQ-SA-1101-1","AQ037",1,"10505 Toledo St NW",NA,"","Albuquerque","NM","87114",0,1,4,1,NA,NA,NA,1,3,3,4,3,0,"",14,1,"",189000,-1,0,0,0,NA,0,0,0,NA
"97","AQ-SA-1101-1","AQ037",2,"6239 Sierra Nevada Cir",NA,"","Albuquerque","NM","87114",0,1,4,1,NA,NA,NA,1,3,3,4,3,0,"",14,1,"",192900,-1,0,0,0,NA,0,0,0,NA
"98","AQ-SA-1101-1","AQ037",3,"6244 Sierra Nevada",NA,"","Albuquerque","NM","87114",0,1,4,1,NA,NA,NA,2,3,3,4,3,0,"",14,1,"",230000,-1,0,0,0,NA,0,0,0,NA
"99","AQ-SA-1101-1","AQ037",4,"10519 Oso Ridge Plc",NA,"","Albuquerque","NM","87114",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",14,1,"",217900,-1,0,0,0,NA,0,1,0,NA
"100","AQ-SA-1201-1","AQ008",1,"8704 San Francisco Rd NE",NA,"","Albuquerque","NM","87109",0,1,4,1,NA,NA,NA,3,3,1,1,3,0,"",11,1,"",214000,-1,0,0,0,NA,0,0,0,NA
"101","AQ-SA-1201-1","AQ008",2,"7013 Cherry Blossom Ln. NE",NA,"","Albuquerque","NM","87111",0,1,3,1,NA,NA,NA,3,3,1,1,1,0,"",11,1,"",199000,-1,0,0,0,NA,0,0,0,NA
"102","AQ-SA-1201-1","AQ008",3,"1608 Villa Camilla NE",NA,"","Albuquerque","NM","87113",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,0,"",190000,-1,0,0,0,NA,0,0,0,NA
"103","AQ-SA-1201-1","AQ008",4,"1412 Stone Canyon Rd NE",NA,"","Albuquerque","NM","87113",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",190000,-1,0,0,0,NA,0,0,0,NA
"104","AQ-SA-1201-1","AQ008",5,"7700 Calle Comodo NE",NA,"","Albuquerque","NM","87113",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",220000,-1,0,0,0,NA,0,0,0,NA
"105","AQ-SA-1201-1","AQ008",6,"630 Lafayette Dr. NE",NA,"","Albuquerque","NM","87106",0,1,3,1,NA,NA,NA,2,3,3,4,3,0,"",11,1,"",225000,-1,0,0,1,NA,0,0,0,NA
"106","AQ-SA-1201-1","AQ008",7,"813 Manzano St NE",NA,"","Albuquerque","NM","87110",0,1,3,1,NA,NA,NA,1,3,3,4,3,0,"",11,1,"",219000,-1,0,0,0,NA,0,0,0,NA
"107","AQ-SA-1201-1","AQ037",1,"1010 Elmhurst Dr NW",NA,"","Albuquerque","NM","87114",0,1,-1,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",159998,-1,0,0,0,NA,0,0,0,NA
"108","AQ-SA-1201-1","AQ037",2,"5712 Alegria Rd NW",NA,"","Albuquerque","NM","87114",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",139500,-1,1,1,0,NA,1,0,0,NA
"109","AQ-SA-1201-1","AQ037",3,"6120 Murcia Ave NW",NA,"","Albuquerque","NM","87114",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",149900,-1,0,0,0,NA,0,0,0,NA
"110","AQ-SA-1201-1","AQ037",4,"10463 Toledo St NW",NA,"","Albuquerque","NM","87114",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",24,1,"",144325,-1,0,0,0,NA,0,0,0,NA
"111","AQ-SA-1411-1","AQ008",1,"7601 Calle Meseta",NA,"","Albuquerque","NM","87113",1,1,4,1,NA,NA,NA,3,1,3,4,3,0,"",21,1,"",239000,-1,0,0,0,NA,0,0,0,NA
"112","AQ-SA-1411-1","AQ008",2,"825 Los Arboles NW",NA,"","Albuquerque","NM","87107",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",214000,-1,0,0,0,NA,0,0,0,NA
"113","AQ-SA-1411-1","AQ008",3,"2824 Moya Rd NW",NA,"","Albuquerque","NM","87104",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",239900,-1,0,0,0,NA,0,0,0,NA
"114","AQ-SA-1411-1","AQ008",4,"1301 Sepulveda Ave NE",NA,"","Albuquerque","NM","87113",0,1,4,1,NA,NA,NA,3,1,3,4,3,0,"",21,1,"",222750,-1,0,0,0,NA,0,0,0,NA
"115","AQ-SA-1411-1","AQ037",1,"6920 Calle Margarita NE",NA,"","Albuquerque","NM","87113",0,1,3,1,NA,NA,NA,1,1,3,4,3,0,"",14,1,"",229000,-1,0,0,0,NA,0,0,0,NA
"116","AQ-SA-1411-1","AQ037",2,"1608 Villa Camilla NE",NA,"","87113","NM","87113",0,1,3,1,NA,NA,NA,3,1,3,4,3,0,"",14,1,"",190000,-1,0,0,0,NA,0,0,0,NA
"117","AQ-SA-1411-1","AQ037",3,"1301 Sepulveda Ave NE",NA,"","Albuquerque","NM","87113",0,1,4,1,NA,NA,NA,3,1,3,4,3,0,"",14,1,"",222750,-1,0,0,0,NA,0,0,0,NA
"118","AQ-SA-1411-1","AQ037",4,"7700 Calle Comodo NE",NA,"","Albuquerque","NM","87113",0,1,3,1,NA,NA,NA,3,1,3,4,3,0,"",14,1,"",220000,-1,0,0,0,NA,0,0,0,NA
